workload_type,provider,billing_type,sku_key,sku_name,model_key,unit_price_usd,unit_name,throughput_value,throughput_unit,memory_gb,latency_p50_ms,latency_p95_ms,region,notes,source_url,source_date,confidence
llm,openai,per_token,gpt_4o_input,GPT-4o Input,gpt_4o,5.00,1m_tokens,,,,,global,Input tokens,https://platform.openai.com/docs/pricing,2026-02-13,high
llm,openai,per_token,gpt_4o_output,GPT-4o Output,gpt_4o,15.00,1m_tokens,,,,,global,Output tokens,https://platform.openai.com/docs/pricing,2026-02-13,high
llm,openai,per_token,gpt_4o_mini_input,GPT-4o Mini Input,gpt_4o_mini,0.15,1m_tokens,,,,,global,Input tokens,https://platform.openai.com/docs/pricing,2026-02-13,high
llm,openai,per_token,gpt_4o_mini_output,GPT-4o Mini Output,gpt_4o_mini,0.60,1m_tokens,,,,,global,Output tokens,https://platform.openai.com/docs/pricing,2026-02-13,high
llm,openai,per_token,gpt_5_input,GPT-5 Input,gpt_5,1.25,1m_tokens,,,,,global,Input tokens,https://intuitionlabs.ai/articles/llm-api-pricing-comparison-2025,2025-10-31,high
llm,openai,per_token,gpt_5_output,GPT-5 Output,gpt_5,10.00,1m_tokens,,,,,global,Output tokens,https://intuitionlabs.ai/articles/llm-api-pricing-comparison-2025,2025-10-31,high
llm,anthropic,per_token,claude_opus_45_input,Claude Opus 4.5 Input,claude_opus_4_5,5.00,1m_tokens,,,,,global,Input tokens,https://www.anthropic.com/news/claude-opus-4-5,2025-11-24,high
llm,anthropic,per_token,claude_opus_45_output,Claude Opus 4.5 Output,claude_opus_4_5,25.00,1m_tokens,,,,,global,Output tokens,https://www.anthropic.com/news/claude-opus-4-5,2025-11-24,high
llm,anthropic,per_token,claude_sonnet_45_input,Claude Sonnet 4.5 Input,claude_sonnet_4_5,3.00,1m_tokens,,,,,global,Input tokens,https://platform.claude.com/docs/en/about-claude/pricing,2026-02-13,high
llm,anthropic,per_token,claude_sonnet_45_output,Claude Sonnet 4.5 Output,claude_sonnet_4_5,15.00,1m_tokens,,,,,global,Output tokens,https://platform.claude.com/docs/en/about-claude/pricing,2026-02-13,high
llm,anthropic,per_token,claude_haiku_45_input,Claude Haiku 4.5 Input,claude_haiku_4_5,1.00,1m_tokens,,,,,global,Input tokens,https://platform.claude.com/docs/en/about-claude/pricing,2026-02-13,high
llm,anthropic,per_token,claude_haiku_45_output,Claude Haiku 4.5 Output,claude_haiku_4_5,5.00,1m_tokens,,,,,global,Output tokens,https://platform.claude.com/docs/en/about-claude/pricing,2026-02-13,high
llm,fireworks,per_token,deepseek_v3_input,DeepSeek V3 Input,deepseek_v3,0.56,1m_tokens,,,,,global,Input tokens,https://fireworks.ai/pricing,2026-02-13,high
llm,fireworks,per_token,deepseek_v3_output,DeepSeek V3 Output,deepseek_v3,1.68,1m_tokens,,,,,global,Output tokens,https://fireworks.ai/pricing,2026-02-13,high
llm,fireworks,per_token,glm_5_input,GLM-5 Input,glm_5,1.00,1m_tokens,,,,,global,Input tokens,https://fireworks.ai/pricing,2026-02-13,high
llm,fireworks,per_token,glm_5_output,GLM-5 Output,glm_5,3.20,1m_tokens,,,,,global,Output tokens,https://fireworks.ai/pricing,2026-02-13,high
llm,fireworks,per_token,small_models,Small Models <4B,small_models,0.10,1m_tokens,,,,,global,Sub-4B parameter models,https://fireworks.ai/pricing,2026-02-13,high
llm,fireworks,per_token,medium_models,Medium Models 4-16B,medium_models,0.20,1m_tokens,,,,,global,4-16B parameter models,https://fireworks.ai/pricing,2026-02-13,high
llm,fireworks,per_token,large_models,Large Models >16B,large_models,0.90,1m_tokens,,,,,global,16B+ parameter models,https://fireworks.ai/pricing,2026-02-13,high
llm,baseten,per_token,glm_47_input,GLM 4.7 Input,glm_4_7,0.60,1m_tokens,,,,,global,Input tokens,https://www.baseten.co/products/model-apis/,2026-02-13,high
llm,baseten,per_token,glm_47_output,GLM 4.7 Output,glm_4_7,2.20,1m_tokens,,,,,global,Output tokens,https://www.baseten.co/products/model-apis/,2026-02-13,high
llm,baseten,per_token,gpt_oss_120b_input,GPT OSS 120B Input,gpt_oss_120b,0.10,1m_tokens,,,,,global,Input tokens,https://www.baseten.co/products/model-apis/,2026-02-13,high
llm,baseten,per_token,gpt_oss_120b_output,GPT OSS 120B Output,gpt_oss_120b,0.50,1m_tokens,,,,,global,Output tokens,https://www.baseten.co/products/model-apis/,2026-02-13,high
llm,baseten,per_token,deepseek_v31_input,DeepSeek V3.1 Input,deepseek_v3_1,0.50,1m_tokens,,,,,global,Input tokens,https://www.baseten.co/products/model-apis/,2026-02-13,high
llm,baseten,per_token,deepseek_v31_output,DeepSeek V3.1 Output,deepseek_v3_1,1.50,1m_tokens,,,,,global,Output tokens,https://www.baseten.co/products/model-apis/,2026-02-13,high
llm,together_ai,per_token,llama_4_maverick_input,Llama 4 Maverick Input,llama_4_maverick,0.27,1m_tokens,,,,,global,Input tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,llama_4_maverick_output,Llama 4 Maverick Output,llama_4_maverick,0.85,1m_tokens,,,,,global,Output tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,deepseek_r1_input,DeepSeek-R1-0528 Input,deepseek_r1,3.00,1m_tokens,,,,,global,Input tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,deepseek_r1_output,DeepSeek-R1-0528 Output,deepseek_r1,7.00,1m_tokens,,,,,global,Output tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,deepseek_v31_input,DeepSeek-V3.1 Input,deepseek_v3_1,0.60,1m_tokens,,,,,global,Input tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,deepseek_v31_output,DeepSeek-V3.1 Output,deepseek_v3_1,1.70,1m_tokens,,,,,global,Output tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,gpt_oss_120b_input,gpt-oss-120B Input,gpt_oss_120b,0.15,1m_tokens,,,,,global,Input tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,gpt_oss_120b_output,gpt-oss-120B Output,gpt_oss_120b,0.60,1m_tokens,,,,,global,Output tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,llama_33_70b,Llama 3.3 70B,llama_3_3_70b,0.88,1m_tokens,,,,,global,Input and output same price,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,qwen3_coder_next_input,Qwen3-Coder-Next Input,qwen3_coder_next,0.50,1m_tokens,,,,,global,Input tokens,https://www.together.ai/pricing,2026-02-13,high
llm,together_ai,per_token,qwen3_coder_next_output,Qwen3-Coder-Next Output,qwen3_coder_next,1.20,1m_tokens,,,,,global,Output tokens,https://www.together.ai/pricing,2026-02-13,high
llm,cohere,per_token,command_a_input,Command A Input,command_a,2.50,1m_tokens,,,,,global,Input tokens,https://cohere.com/pricing,2026-02-13,high
llm,cohere,per_token,command_a_output,Command A Output,command_a,10.00,1m_tokens,,,,,global,Output tokens,https://cohere.com/pricing,2026-02-13,high
llm,cohere,per_token,command_r_input,Command R Input,command_r,0.15,1m_tokens,,,,,global,Input tokens,https://cohere.com/pricing,2026-02-13,high
llm,cohere,per_token,command_r_output,Command R Output,command_r,0.60,1m_tokens,,,,,global,Output tokens,https://cohere.com/pricing,2026-02-13,high
llm,modal,per_second,h100_gpu,H100 80GB,h100,3.9492,gpu_hour,,,80,,global,Converted from $0.001097/sec,https://modal.com/pricing,2026-02-13,high
llm,modal,per_second,a100_80gb,A100 80GB,a100_80gb,2.4984,gpu_hour,,,80,,global,Converted from $0.000694/sec,https://modal.com/pricing,2026-02-13,high
llm,modal,per_second,a100_40gb,A100 40GB,a100_40gb,2.0988,gpu_hour,,,40,,global,Converted from $0.000583/sec,https://modal.com/pricing,2026-02-13,high
llm,modal,per_second,l40s,L40S,l40s,1.9512,gpu_hour,,,48,,global,Converted from $0.000542/sec,https://modal.com/pricing,2026-02-13,high
llm,modal,per_second,a10,A10,a10,1.1016,gpu_hour,,,24,,global,Converted from $0.000306/sec,https://modal.com/pricing,2026-02-13,high
llm,modal,per_second,t4,T4,t4,0.5904,gpu_hour,,,16,,global,Converted from $0.000164/sec,https://modal.com/pricing,2026-02-13,high
llm,runpod,hourly,h100_sxm_secure,H100 SXM 80GB Secure,h100_sxm,2.69,gpu_hour,,,80,,global,Secure Cloud pricing,https://www.runpod.io/pricing,2026-02-13,high
llm,runpod,hourly,a100_sxm_80gb_secure,A100 SXM 80GB Secure,a100_sxm_80gb,1.64,gpu_hour,,,80,,global,Secure Cloud pricing,https://nerdynav.com/runpod-review/,2026-02-13,high
llm,runpod,hourly,rtx_a5000_secure,RTX A5000 24GB Secure,rtx_a5000,0.29,gpu_hour,,,24,,global,Secure Cloud mid-tier,https://nerdynav.com/runpod-review/,2026-02-13,high
llm,runpod,hourly,rtx_3090_secure,RTX 3090 24GB Secure,rtx_3090,0.43,gpu_hour,,,24,,global,Secure Cloud popular GPU,https://nerdynav.com/runpod-review/,2026-02-13,high
llm,runpod,hourly,rtx_3090_community,RTX 3090 24GB Community,rtx_3090,0.22,gpu_hour,,,24,,global,Community Cloud discount,https://nerdynav.com/runpod-review/,2026-02-13,high
llm,replicate,per_second,a100_80gb,A100 80GB,a100_80gb,0.00140,gpu_second,,,80,,global,Billed by second on-demand,https://replicate.com/pricing,2026-02-13,high
llm,replicate,per_second,h100_sxm,H100 SXM,h100_sxm,0.00165,gpu_second,,,80,,global,On-demand per-second billing,https://replicate.com/pricing,2026-02-13,high
llm,replicate,per_second,l40s,L40S,l40s,0.00090,gpu_second,,,48,,global,Mid-tier GPU pricing,https://replicate.com/pricing,2026-02-13,high
llm,replicate,per_second,t4,T4,t4,0.00015,gpu_second,,,16,,global,Entry-level GPU,https://replicate.com/pricing,2026-02-13,high
llm,fal_ai,hourly,h100_serverless,H100 Serverless,h100,1.89,gpu_hour,,,80,,global,Starting price per hour,https://fal.ai/pricing,2026-02-13,high
llm,fal_ai,hourly,h200_serverless,H200 Serverless,h200,2.10,gpu_hour,,,141,,global,High VRAM serverless,https://fal.ai/pricing,2026-02-13,high
llm,fal_ai,hourly,a100_serverless,A100 Serverless,a100,0.99,gpu_hour,,,40,,global,Cost-effective GPU option,https://fal.ai/pricing,2026-02-13,high
transcription,openai,per_minute,whisper,Whisper,whisper_1,0.006,audio_min,,,,,global,Speech recognition,https://platform.openai.com/docs/models/whisper-1,2026-02-13,high
transcription,fireworks,per_second,whisper_v3_large,Whisper v3 Large,whisper_v3_large,0.0015,audio_min,,,,,global,Billed per second,https://fireworks.ai/pricing,2026-02-13,high
transcription,fireworks,per_second,whisper_v3_turbo,Whisper v3 Large Turbo,whisper_v3_large_turbo,0.0009,audio_min,,,,,global,Faster variant,https://fireworks.ai/pricing,2026-02-13,high
transcription,together_ai,per_minute,whisper_v3,Whisper Large v3,whisper_v3,0.0015,audio_min,,,,,global,ASR model,https://www.together.ai/pricing,2026-02-13,high
transcription,deepgram,per_minute,nova_3_mono_payg,Nova-3 Monolingual PAYG,nova_3,0.0077,audio_min,,,,,global,Pay-as-you-go streaming,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,nova_3_mono_growth,Nova-3 Monolingual Growth,nova_3,0.0065,audio_min,,,,,global,Growth plan prepaid credits,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,nova_3_multi_payg,Nova-3 Multilingual PAYG,nova_3_multilingual,0.0092,audio_min,,,,,global,Multilingual pay-as-you-go,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,nova_3_multi_growth,Nova-3 Multilingual Growth,nova_3_multilingual,0.0078,audio_min,,,,,global,Multilingual growth plan,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,flux_payg,Flux PAYG,flux,0.0077,audio_min,,,,,global,Conversational real-time STT,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,flux_growth,Flux Growth,flux,0.0065,audio_min,,,,,global,Flux growth plan,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,nova_12_payg,Nova-1 & 2 PAYG,nova_1_2,0.0058,audio_min,,,,,global,Non-English transcription,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,enhanced_payg,Enhanced PAYG,enhanced,0.0165,audio_min,,,,,global,Lower WER high accuracy,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,base_payg,Base PAYG,base,0.0145,audio_min,,,,,global,Large volume transcription,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,diarization_addon,Speaker Diarization Add-on,addon,0.0020,audio_min,,,,,global,Additional feature cost,https://deepgram.com/pricing,2026-02-13,high
transcription,deepgram,per_minute,redaction_addon,Redaction Add-on,addon,0.0020,audio_min,,,,,global,PII redaction feature,https://deepgram.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,universal_payg,Universal PAYG,universal,0.15,audio_hour,,,,,global,Converts to $0.0025/min,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,universal_streaming,Universal-Streaming,universal_streaming,0.15,audio_hour,,,,,global,Real-time streaming STT,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,slam_1,Slam-1,slam_1,0.27,audio_hour,,,,,global,Advanced pre-recorded model,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,speaker_id_addon,Speaker Identification,addon,0.02,audio_hour,,,,,global,Speaker diarization add-on,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,sentiment_addon,Sentiment Analysis,addon,0.02,audio_hour,,,,,global,Sentiment analysis add-on,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,pii_redaction_addon,PII Redaction,addon,0.08,audio_hour,,,,,global,PII redaction add-on,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,assemblyai,per_minute,summarization_addon,Summarization,addon,0.03,audio_hour,,,,,global,Auto-summarization add-on,https://www.assemblyai.com/pricing,2026-02-13,high
transcription,elevenlabs,per_minute,scribe_v2_business,Scribe v2 Business,scribe_v2,0.22,audio_hour,,,,,global,98%+ transcription accuracy,https://elevenlabs.io/pricing/api,2026-02-13,high
transcription,elevenlabs,per_minute,scribe_v2_scale,Scribe v2 Scale,scribe_v2,0.30,audio_hour,,,,,global,Scale plan transcription,https://elevenlabs.io/pricing/api,2026-02-13,high
transcription,elevenlabs,per_minute,scribe_v2_pro,Scribe v2 Pro,scribe_v2,0.33,audio_hour,,,,,global,Pro plan transcription,https://elevenlabs.io/pricing/api,2026-02-13,high
transcription,elevenlabs,per_minute,scribe_v2_realtime_business,Scribe v2 Realtime Business,scribe_v2_realtime,0.39,audio_hour,,,,,150,global,Low latency real-time STT,https://elevenlabs.io/pricing/api,2026-02-13,high
transcription,elevenlabs,per_minute,scribe_v2_realtime_scale,Scribe v2 Realtime Scale,scribe_v2_realtime,0.42,audio_hour,,,,,150,global,Scale realtime transcription,https://elevenlabs.io/pricing/api,2026-02-13,high
tts,together_ai,per_token,cartesia_sonic_2,Cartesia Sonic-2,cartesia_sonic_2,65.00,1m_chars,,,,,global,Speech synthesis,https://www.together.ai/pricing,2026-02-13,high
tts,together_ai,per_token,cartesia_sonic_3,Cartesia Sonic-3,cartesia_sonic_3,65.00,1m_chars,,,,,global,Speech synthesis,https://www.together.ai/pricing,2026-02-13,high
tts,openai,per_token,tts_1,TTS-1,tts_1,0.015,1k_chars,,,,,global,Real-time optimized,https://platform.openai.com/docs/pricing,2026-02-13,high
tts,openai,per_token,tts_1_hd,TTS-1 HD,tts_1_hd,0.030,1k_chars,,,,,global,High-definition audio,https://platform.openai.com/docs/pricing,2026-02-13,high
